Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeDiv,AwayDiv
INT1,20/10/2020,Barcelona,Feirense,5,1,H,ESP1,PRT1
INT1,20/10/2020,Paris SG,Man United,1,2,A,FRA1,ENG1
INT1,20/10/2020,Rennes,FC Krasnodar,1,1,D,FRA1,RUS1
INT1,20/10/2020,RB Leipzig,Buyuksehyr,2,0,H,DEU1,TUR1
INT1,21/10/2020,RB Salzburg,Lokomotiv Moscow,2,2,D,AUT1,RUS1
INT1,21/10/2020,Real Madrid,Shakhtar Donetsk,2,3,A,ESP1,UKR1
INT1,21/10/2020,FC Midtjylland,Atalanta,0,4,A,DNK1,ITA1
INT1,21/10/2020,Man City,Porto,3,1,H,ENG1,PRT1
INT1,21/10/2020,Ajax,Liverpool,0,1,A,NLD1,ENG1
INT1,21/10/2020,Inter,M'gladbach,2,2,D,ITA1,DEU1
INT1,21/10/2020,Bayern Munich,Ath Madrid,4,0,H,DEU1,ESP1
INT1,21/10/2020,Olympiakos,Marseille,1,0,H,GRC1,FRA1
INT1,27/10/2020,Shakhtar Donetsk,Inter,0,0,D,UKR1,ITA1
INT1,27/10/2020,Lokomotiv Moscow,Bayern Munich,1,2,A,RUS1,DEU1
INT1,27/10/2020,Liverpool,FC Midtjylland,2,0,H,ENG1,DNK1
INT1,27/10/2020,Atalanta,Ajax,2,2,D,ITA1,NLD1
INT1,27/10/2020,Ath Madrid,RB Salzburg,3,2,H,ESP1,AUT1
INT1,27/10/2020,M'gladbach,Real Madrid,2,2,D,DEU1,ESP1
INT1,27/10/2020,Porto,Olympiakos,2,0,H,PRT1,GRC1
INT1,27/10/2020,Marseille,Man City,0,3,A,FRA1,ENG1
INT1,28/10/2020,Buyuksehyr,Paris SG,0,2,A,TUR1,FRA1
INT1,28/10/2020,FC Krasnodar,Chelsea,0,4,A,RUS1,ENG1
INT1,28/10/2020,Club Brugge,Lazio,1,1,D,BEL1,ITA1
INT1,28/10/2020,Man United,RB Leipzig,5,0,H,ENG1,DEU1
INT1,28/10/2020,Juventus,Barcelona,0,2,A,ITA1,ESP1
INT1,28/10/2020,Dortmund,Zenit St Petersburg,2,0,H,DEU1,RUS1
INT1,28/10/2020,Feirense,Dynamo Kiev,2,2,D,PRT1,UKR1
INT1,28/10/2020,Sevilla,Rennes,1,0,H,ESP1,FRA1
INT1,03/11/2020,Shakhtar Donetsk,M'gladbach,0,6,A,UKR1,DEU1
INT1,03/11/2020,Lokomotiv Moscow,Ath Madrid,1,1,D,RUS1,ESP1
INT1,03/11/2020,FC Midtjylland,Ajax,1,2,A,DNK1,NLD1
INT1,03/11/2020,Man City,Olympiakos,3,0,H,ENG1,GRC1
INT1,03/11/2020,RB Salzburg,Bayern Munich,2,6,A,AUT1,DEU1
INT1,03/11/2020,Atalanta,Liverpool,0,5,A,ITA1,ENG1
INT1,03/11/2020,Real Madrid,Inter,3,2,H,ESP1,ITA1
INT1,03/11/2020,Porto,Marseille,3,0,H,PRT1,FRA1
INT1,04/11/2020,Buyuksehyr,Man United,2,1,H,TUR1,ENG1
INT1,04/11/2020,Zenit St Petersburg,Lazio,1,1,D,RUS1,ITA1
INT1,04/11/2020,Club Brugge,Dortmund,0,3,A,BEL1,DEU1
INT1,04/11/2020,Chelsea,Rennes,3,0,H,ENG1,FRA1
INT1,04/11/2020,Barcelona,Dynamo Kiev,2,1,H,ESP1,UKR1
INT1,04/11/2020,Feirense,Juventus,1,4,A,PRT1,ITA1
INT1,04/11/2020,RB Leipzig,Paris SG,2,1,H,DEU1,FRA1
INT1,04/11/2020,Sevilla,FC Krasnodar,3,2,H,ESP1,RUS1
INT1,24/11/2020,Rennes,Chelsea,1,2,A,FRA1,ENG1
INT1,24/11/2020,FC Krasnodar,Sevilla,1,2,A,RUS1,ESP1
INT1,24/11/2020,Man United,Buyuksehyr,4,1,H,ENG1,TUR1
INT1,24/11/2020,Lazio,Zenit St Petersburg,3,1,H,ITA1,RUS1
INT1,24/11/2020,Juventus,Feirense,2,1,H,ITA1,PRT1
INT1,24/11/2020,Dortmund,Club Brugge,3,0,H,DEU1,BEL1
INT1,24/11/2020,Dynamo Kiev,Barcelona,0,4,A,UKR1,ESP1
INT1,24/11/2020,Paris SG,RB Leipzig,1,0,H,FRA1,DEU1
INT1,25/11/2020,M'gladbach,Shakhtar Donetsk,4,0,H,DEU1,UKR1
INT1,25/11/2020,Olympiakos,Man City,0,1,A,GRC1,ENG1
INT1,25/11/2020,Liverpool,Atalanta,0,2,A,ENG1,ITA1
INT1,25/11/2020,Ajax,FC Midtjylland,3,1,H,NLD1,DNK1
INT1,25/11/2020,Inter,Real Madrid,0,2,A,ITA1,ESP1
INT1,25/11/2020,Ath Madrid,Lokomotiv Moscow,0,0,D,ESP1,RUS1
INT1,25/11/2020,Bayern Munich,RB Salzburg,3,1,H,DEU1,AUT1
INT1,25/11/2020,Marseille,Porto,0,2,A,FRA1,PRT1
INT1,01/12/2020,Shakhtar Donetsk,Real Madrid,2,0,H,UKR1,ESP1
INT1,01/12/2020,Lokomotiv Moscow,RB Salzburg,1,3,A,RUS1,AUT1
INT1,01/12/2020,Liverpool,Ajax,1,0,H,ENG1,NLD1
INT1,01/12/2020,Atalanta,FC Midtjylland,1,1,D,ITA1,DNK1
INT1,01/12/2020,Ath Madrid,Bayern Munich,1,1,D,ESP1,DEU1
INT1,01/12/2020,M'gladbach,Inter,2,3,A,DEU1,ITA1
INT1,01/12/2020,Porto,Man City,0,0,D,PRT1,ENG1
INT1,01/12/2020,Marseille,Olympiakos,2,1,H,FRA1,GRC1
INT1,02/12/2020,Buyuksehyr,RB Leipzig,3,4,A,TUR1,DEU1
INT1,02/12/2020,FC Krasnodar,Rennes,1,0,H,RUS1,FRA1
INT1,02/12/2020,Club Brugge,Zenit St Petersburg,3,0,H,BEL1,RUS1
INT1,02/12/2020,Man United,Paris SG,1,3,A,ENG1,FRA1
INT1,02/12/2020,Juventus,Dynamo Kiev,3,0,H,ITA1,UKR1
INT1,02/12/2020,Dortmund,Lazio,1,1,D,DEU1,ITA1
INT1,02/12/2020,Feirense,Barcelona,0,3,A,PRT1,ESP1
INT1,02/12/2020,Sevilla,Chelsea,0,4,A,ESP1,ENG1
INT1,08/12/2020,Lazio,Club Brugge,2,2,D,ITA1,BEL1
INT1,08/12/2020,Zenit St Petersburg,Dortmund,1,2,A,RUS1,DEU1
INT1,08/12/2020,Chelsea,FC Krasnodar,1,1,D,ENG1,RUS1
INT1,08/12/2020,Barcelona,Juventus,0,3,A,ESP1,ITA1
INT1,08/12/2020,Dynamo Kiev,Feirense,1,0,H,UKR1,PRT1
INT1,08/12/2020,Paris SG,Buyuksehyr,5,1,H,FRA1,TUR1
INT1,08/12/2020,Rennes,Sevilla,1,3,A,FRA1,ESP1
INT1,08/12/2020,RB Leipzig,Man United,3,2,H,DEU1,ENG1
INT1,09/12/2020,FC Midtjylland,Liverpool,1,1,D,DNK1,ENG1
INT1,09/12/2020,Ajax,Atalanta,0,1,A,NLD1,ITA1
INT1,09/12/2020,Man City,Marseille,3,0,H,ENG1,FRA1
INT1,09/12/2020,RB Salzburg,Ath Madrid,0,2,A,AUT1,ESP1
INT1,09/12/2020,Inter,Shakhtar Donetsk,0,0,D,ITA1,UKR1
INT1,09/12/2020,Real Madrid,M'gladbach,2,0,H,ESP1,DEU1
INT1,09/12/2020,Bayern Munich,Lokomotiv Moscow,2,0,H,DEU1,RUS1
INT1,09/12/2020,Olympiakos,Porto,0,2,A,GRC1,PRT1
INT1,16/02/2021,Barcelona,Paris SG,1,4,A,ESP1,FRA1
INT1,16/02/2021,RB Leipzig,Liverpool,0,2,A,DEU1,ENG1
INT1,17/02/2021,Porto,Juventus,2,1,H,PRT1,ITA1
INT1,17/02/2021,Sevilla,Dortmund,2,3,A,ESP1,DEU1
INT1,23/02/2021,Lazio,Bayern Munich,1,4,A,ITA1,DEU1
INT1,23/02/2021,Ath Madrid,Chelsea,0,1,A,ESP1,ENG1
INT1,24/02/2021,Atalanta,Real Madrid,0,1,A,ITA1,ESP1
INT1,24/02/2021,M'gladbach,Man City,0,2,A,DEU1,ENG1
INT1,09/03/2021,Juventus,Porto,3,2,H,ITA1,PRT1
INT1,09/03/2021,Dortmund,Sevilla,2,2,D,DEU1,ESP1
INT1,10/03/2021,Liverpool,RB Leipzig,2,0,H,ENG1,DEU1
INT1,10/03/2021,Paris SG,Barcelona,1,1,D,FRA1,ESP1
INT1,16/03/2021,Man City,M'gladbach,2,0,H,ENG1,DEU1
INT1,16/03/2021,Real Madrid,Atalanta,3,1,H,ESP1,ITA1
INT1,17/03/2021,Chelsea,Ath Madrid,2,0,H,ENG1,ESP1
INT1,17/03/2021,Bayern Munich,Lazio,2,1,H,DEU1,ITA1
INT1,06/04/2021,Man City,Dortmund,2,1,H,ENG1,DEU1
INT1,06/04/2021,Real Madrid,Liverpool,3,1,H,ESP1,ENG1
INT1,07/04/2021,Bayern Munich,Paris SG,2,3,A,DEU1,FRA1
INT1,07/04/2021,Porto,Chelsea,0,2,A,PRT1,ENG1
INT1,13/04/2021,Chelsea,Porto,0,1,A,ENG1,PRT1
INT1,13/04/2021,Paris SG,Bayern Munich,0,1,A,FRA1,DEU1
INT1,14/04/2021,Liverpool,Real Madrid,0,0,D,ENG1,ESP1
INT1,14/04/2021,Dortmund,Man City,1,2,A,DEU1,ENG1
INT1,27/04/2021,Real Madrid,Chelsea,1,1,D,ESP1,ENG1
INT1,28/04/2021,Paris SG,Man City,1,2,A,FRA1,ENG1
INT1,04/05/2021,Man City,Paris SG,2,0,H,ENG1,FRA1
INT1,05/05/2021,Chelsea,Real Madrid,2,0,H,ENG1,ESP1
INT1,29/05/2021,Man City,Chelsea,0,1,A,ENG1,ENG1
INT1,14/09/2021,Young Boys,Man United,2,1,H,CHE1,ENG1
INT1,14/09/2021,Sevilla,RB Salzburg,1,1,D,ESP1,AUT1
INT1,14/09/2021,Chelsea,Zenit St Petersburg,1,0,H,ENG1,RUS1
INT1,14/09/2021,Barcelona,Bayern Munich,0,3,A,ESP1,DEU1
INT1,14/09/2021,Villarreal,Atalanta,2,2,D,ESP1,ITA1
INT1,14/09/2021,Malmo FF,Juventus,0,3,A,SWE1,ITA1
INT1,14/09/2021,Dynamo Kiev,Benfica,0,0,D,UKR1,PRT1
INT1,14/09/2021,Lille,Wolfsburg,0,0,D,FRA1,DEU1
INT1,15/09/2021,Besiktas,Dortmund,1,2,A,TUR1,DEU1
INT1,15/09/2021,FC Sheriff Tiraspol,Shakhtar Donetsk,2,0,H,MDA1,UKR1
INT1,15/09/2021,Club Brugge,Paris SG,1,1,D,BEL1,FRA1
INT1,15/09/2021,Liverpool,Milan,3,2,H,ENG1,ITA1
INT1,15/09/2021,Man City,RB Leipzig,6,3,H,ENG1,DEU1
INT1,15/09/2021,Inter,Real Madrid,0,1,A,ITA1,ESP1
INT1,15/09/2021,Ath Madrid,Porto,0,0,D,ESP1,PRT1
INT1,15/09/2021,Sp Lisbon,Ajax,1,5,A,PRT1,NLD1
INT1,28/09/2021,Ajax,Besiktas,2,0,H,NLD1,TUR1
INT1,28/09/2021,Shakhtar Donetsk,Inter,0,0,D,UKR1,ITA1
INT1,28/09/2021,Milan,Ath Madrid,1,2,A,ITA1,ESP1
INT1,28/09/2021,Real Madrid,FC Sheriff Tiraspol,1,2,A,ESP1,MDA1
INT1,28/09/2021,Dortmund,Sp Lisbon,1,0,H,DEU1,PRT1
INT1,28/09/2021,Porto,Liverpool,1,5,A,PRT1,ENG1
INT1,28/09/2021,Paris SG,Man City,2,0,H,FRA1,ENG1
INT1,28/09/2021,RB Leipzig,Club Brugge,1,2,A,DEU1,BEL1
INT1,29/09/2021,Atalanta,Young Boys,1,0,H,ITA1,CHE1
INT1,29/09/2021,Zenit St Petersburg,Malmo FF,4,0,H,RUS1,SWE1
INT1,29/09/2021,Man United,Villarreal,2,1,H,ENG1,ESP1
INT1,29/09/2021,RB Salzburg,Lille,2,1,H,AUT1,FRA1
INT1,29/09/2021,Juventus,Chelsea,1,0,H,ITA1,ENG1
INT1,29/09/2021,Wolfsburg,Sevilla,1,1,D,DEU1,ESP1
INT1,29/09/2021,Bayern Munich,Dynamo Kiev,5,0,H,DEU1,UKR1
INT1,29/09/2021,Benfica,Barcelona,3,0,H,PRT1,ESP1
INT1,19/10/2021,Club Brugge,Man City,1,5,A,BEL1,ENG1
INT1,19/10/2021,Besiktas,Sp Lisbon,1,4,A,TUR1,PRT1
INT1,19/10/2021,Ajax,Dortmund,4,0,H,NLD1,DEU1
INT1,19/10/2021,Inter,FC Sheriff Tiraspol,3,1,H,ITA1,MDA1
INT1,19/10/2021,Ath Madrid,Liverpool,2,3,A,ESP1,ENG1
INT1,19/10/2021,Shakhtar Donetsk,Real Madrid,0,5,A,UKR1,ESP1
INT1,19/10/2021,Porto,Milan,1,0,H,PRT1,ITA1
INT1,19/10/2021,Paris SG,RB Leipzig,3,2,H,FRA1,DEU1
INT1,20/10/2021,RB Salzburg,Wolfsburg,3,1,H,AUT1,DEU1
INT1,20/10/2021,Barcelona,Dynamo Kiev,1,0,H,ESP1,UKR1
INT1,20/10/2021,Chelsea,Malmo FF,4,0,H,ENG1,SWE1
INT1,20/10/2021,Man United,Atalanta,3,2,H,ENG1,ITA1
INT1,20/10/2021,Young Boys,Villarreal,1,4,A,CHE1,ESP1
INT1,20/10/2021,Benfica,Bayern Munich,0,4,A,PRT1,DEU1
INT1,20/10/2021,Zenit St Petersburg,Juventus,0,1,A,RUS1,ITA1
INT1,20/10/2021,Lille,Sevilla,0,0,D,FRA1,ESP1
INT1,02/11/2021,Wolfsburg,RB Salzburg,2,1,H,DEU1,AUT1
INT1,02/11/2021,Malmo FF,Chelsea,0,1,A,SWE1,ENG1
INT1,02/11/2021,Atalanta,Man United,2,2,D,ITA1,ENG1
INT1,02/11/2021,Juventus,Zenit St Petersburg,4,2,H,ITA1,RUS1
INT1,02/11/2021,Villarreal,Young Boys,2,0,H,ESP1,CHE1
INT1,02/11/2021,Bayern Munich,Benfica,5,2,H,DEU1,PRT1
INT1,02/11/2021,Dynamo Kiev,Barcelona,0,1,A,UKR1,ESP1
INT1,02/11/2021,Sevilla,Lille,1,2,A,ESP1,FRA1
INT1,03/11/2021,Milan,Porto,1,1,D,ITA1,PRT1
INT1,03/11/2021,Real Madrid,Shakhtar Donetsk,2,1,H,ESP1,UKR1
INT1,03/11/2021,Liverpool,Ath Madrid,2,0,H,ENG1,ESP1
INT1,03/11/2021,Man City,Club Brugge,4,1,H,ENG1,BEL1
INT1,03/11/2021,Dortmund,Ajax,1,3,A,DEU1,NLD1
INT1,03/11/2021,Sp Lisbon,Besiktas,4,0,H,PRT1,TUR1
INT1,03/11/2021,FC Sheriff Tiraspol,Inter,1,3,A,MDA1,ITA1
INT1,03/11/2021,RB Leipzig,Paris SG,2,2,D,DEU1,FRA1
INT1,23/11/2021,Villarreal,Man United,0,2,A,ESP1,ENG1
INT1,23/11/2021,Dynamo Kiev,Bayern Munich,1,2,A,UKR1,DEU1
INT1,23/11/2021,Chelsea,Juventus,4,0,H,ENG1,ITA1
INT1,23/11/2021,Barcelona,Benfica,0,0,D,ESP1,PRT1
INT1,23/11/2021,Malmo FF,Zenit St Petersburg,1,1,D,SWE1,RUS1
INT1,23/11/2021,Young Boys,Atalanta,3,3,D,CHE1,ITA1
INT1,23/11/2021,Lille,RB Salzburg,1,0,H,FRA1,AUT1
INT1,23/11/2021,Sevilla,Wolfsburg,2,0,H,ESP1,DEU1
INT1,24/11/2021,Inter,Shakhtar Donetsk,2,0,H,ITA1,UKR1
INT1,24/11/2021,Besiktas,Ajax,1,2,A,TUR1,NLD1
INT1,24/11/2021,Club Brugge,RB Leipzig,0,5,A,BEL1,DEU1
INT1,24/11/2021,Liverpool,Porto,2,0,H,ENG1,PRT1
INT1,24/11/2021,Man City,Paris SG,2,1,H,ENG1,FRA1
INT1,24/11/2021,Ath Madrid,Milan,0,1,A,ESP1,ITA1
INT1,24/11/2021,Sp Lisbon,Dortmund,3,1,H,PRT1,DEU1
INT1,24/11/2021,FC Sheriff Tiraspol,Real Madrid,0,3,A,MDA1,ESP1
INT1,07/12/2021,Paris SG,Club Brugge,4,1,H,FRA1,BEL1
INT1,07/12/2021,RB Leipzig,Man City,2,1,H,DEU1,ENG1
INT1,07/12/2021,Ajax,Sp Lisbon,4,2,H,NLD1,PRT1
INT1,07/12/2021,Milan,Liverpool,1,2,A,ITA1,ENG1
INT1,07/12/2021,Real Madrid,Inter,2,0,H,ESP1,ITA1
INT1,07/12/2021,Dortmund,Besiktas,5,0,H,DEU1,TUR1
INT1,07/12/2021,Shakhtar Donetsk,FC Sheriff Tiraspol,1,1,D,UKR1,MDA1
INT1,07/12/2021,Porto,Ath Madrid,1,3,A,PRT1,ESP1
INT1,08/12/2021,Juventus,Malmo FF,1,0,H,ITA1,SWE1
INT1,08/12/2021,Zenit St Petersburg,Chelsea,3,3,D,RUS1,ENG1
INT1,08/12/2021,Man United,Young Boys,1,1,D,ENG1,CHE1
INT1,08/12/2021,RB Salzburg,Sevilla,1,0,H,AUT1,ESP1
INT1,08/12/2021,Wolfsburg,Lille,1,3,A,DEU1,FRA1
INT1,08/12/2021,Bayern Munich,Barcelona,3,0,H,DEU1,ESP1
INT1,08/12/2021,Benfica,Dynamo Kiev,2,0,H,PRT1,UKR1
INT1,09/12/2021,Atalanta,Villarreal,2,3,A,ITA1,ESP1
INT1,15/02/2022,Sp Lisbon,Man City,0,5,A,PRT1,ENG1
INT1,15/02/2022,Paris SG,Real Madrid,1,0,H,FRA1,ESP1
INT1,16/02/2022,RB Salzburg,Bayern Munich,1,1,D,AUT1,DEU1
INT1,16/02/2022,Inter,Liverpool,0,2,A,ITA1,ENG1
INT1,22/02/2022,Chelsea,Lille,2,0,H,ENG1,FRA1
INT1,22/02/2022,Villarreal,Juventus,1,1,D,ESP1,ITA1
INT1,23/02/2022,Ath Madrid,Man United,1,1,D,ESP1,ENG1
INT1,23/02/2022,Benfica,Ajax,2,2,D,PRT1,NLD1
INT1,08/03/2022,Liverpool,Inter,0,1,A,ENG1,ITA1
INT1,08/03/2022,Bayern Munich,RB Salzburg,7,1,H,DEU1,AUT1
INT1,09/03/2022,Man City,Sp Lisbon,0,0,D,ENG1,PRT1
INT1,09/03/2022,Real Madrid,Paris SG,3,1,H,ESP1,FRA1
INT1,15/03/2022,Man United,Ath Madrid,0,1,A,ENG1,ESP1
INT1,15/03/2022,Ajax,Benfica,0,1,A,NLD1,PRT1
INT1,16/03/2022,Juventus,Villarreal,0,3,A,ITA1,ESP1
INT1,16/03/2022,Lille,Chelsea,1,2,A,FRA1,ENG1
INT1,05/04/2022,Man City,Ath Madrid,1,0,H,ENG1,ESP1
INT1,05/04/2022,Benfica,Liverpool,1,3,A,PRT1,ENG1
INT1,06/04/2022,Chelsea,Real Madrid,1,3,A,ENG1,ESP1
INT1,06/04/2022,Villarreal,Bayern Munich,1,0,H,ESP1,DEU1
INT1,12/04/2022,Real Madrid,Chelsea,2,3,A,ESP1,ENG1
INT1,12/04/2022,Bayern Munich,Villarreal,1,1,D,DEU1,ESP1
INT1,13/04/2022,Liverpool,Benfica,3,3,D,ENG1,PRT1
INT1,13/04/2022,Ath Madrid,Man City,0,0,D,ESP1,ENG1
INT1,26/04/2022,Man City,Real Madrid,4,3,H,ENG1,ESP1
INT1,27/04/2022,Liverpool,Villarreal,2,0,H,ENG1,ESP1
INT1,03/05/2022,Villarreal,Liverpool,2,3,A,ESP1,ENG1
INT1,04/05/2022,Real Madrid,Man City,3,1,H,ESP1,ENG1
INT1,28/05/2022,Liverpool,Real Madrid,0,1,A,ENG1,ESP1
